Movie_Name,Rating,Genre,Year,Rating_Score,Votes,Director,Star,Country,Budget,Gross,Company,Release_date
Silence of the North,PG,Drama,1981,6.3,228,Allan King,Ellen Burstyn,Canada,20500000,1622898,Universal Pictures,23/10/1981
Fast Times at Ridgemont High,R,Comedy,1982,7.2,98000,Amy Heckerling,Sean Penn,United States,4500000,27092880,Universal Pictures,13/08/1982
Blade Runner,R,Action,1982,8.1,710000,Ridley Scott,Harrison Ford,United States,28000000,41676878,The Ladd Company,25/06/1982
The Thing,R,Horror,1982,8.1,382000,John Carpenter,Kurt Russell,United States,15000000,19632053,Universal Pictures,25/06/1982
Conan the Barbarian,R,Action,1982,6.9,141000,John Milius,Arnold Schwarzenegger,United States,20000000,68851475,Universal Pictures,14/05/1982
E.T. the Extra-Terrestrial,PG,Family,1982,7.8,381000,Steven Spielberg,Henry Thomas,United States,10500000,792910554,Universal Pictures,11/06/1982
First Blood,R,Action,1982,7.7,234000,Ted Kotcheff,Sylvester Stallone,United States,15000000,125212904,Anabasis N.V.,22/10/1982
An Officer and a Gentleman,R,Drama,1982,7,52000,Taylor Hackford,Richard Gere,United States,7500000,129795554,Lorimar Film Entertainment,13/08/1982
Grease 2,PG,Comedy,1982,4.4,34000,Patricia Birch,Michelle Pfeiffer,United States,13200000,15171476,Paramount Pictures,11/06/1982
Annie,PG,Comedy,1982,6.6,41000,John Huston,Aileen Quinn,United States,50000000,57063861,Columbia Pictures,18/06/1982
Poltergeist,PG,Horror,1982,7.3,148000,Tobe Hooper,JoBeth Williams,United States,10700000,77142388,Metro-Goldwyn-Mayer (MGM),04/06/1982
48 Hrs.,R,Action,1982,6.9,73000,Walter Hill,Nick Nolte,United States,12000000,78868508,Paramount Pictures,08/12/1982
Star Trek II: The Wrath of Khan,PG,Action,1982,7.7,115000,Nicholas Meyer,William Shatner,United States,11200000,78912963,Paramount Pictures,04/06/1982
Paradise,R,Adventure,1982,4.9,2500,Stuart Gillard,Willie Aames,Canada,20500000,5588800,Embassy Pictures,07/05/1982
The Last American Virgin,R,Comedy,1982,6.3,8100,Boaz Davidson,Lawrence Monoson,United States,20500000,5829781,Cannon Group,30/07/1982
Sophie's Choice,R,Drama,1982,7.6,44000,Alan J. Pakula,Meryl Streep,United Kingdom,12000000,30036000,Incorporated Television Company (ITC),04/03/1983
Gandhi,PG,Biography,1982,8,220000,Richard Attenborough,Ben Kingsley,United Kingdom,22000000,52767889,International Film Investors,25/02/1983
Tootsie,PG,Comedy,1982,7.4,100000,Sydney Pollack,Dustin Hoffman,United States,21000000,177200000,Columbia Pictures,17/12/1982
Tron,PG,Action,1982,6.8,115000,Steven Lisberger,Jeff Bridges,United States,17000000,33000525,Walt Disney Productions,09/07/1982
The Secret of NIMH,G,Animation,1982,7.6,37000,Don Bluth,Elizabeth Hartman,United States,7000000,14665733,Aurora,16/07/1982
The King of Comedy,PG,Comedy,1982,7.8,94000,Martin Scorsese,Robert De Niro,United States,20000000,2536242,Embassy International Pictures,18/02/1983
Rocky III,PG,Drama,1982,6.8,179000,Sylvester Stallone,Sylvester Stallone,United States,17000000,125052686,Chartoff-Winkler Productions,28/05/1982
The Beastmaster,PG,Action,1982,6.2,22000,Don Coscarelli,Marc Singer,United States,8000000,14056528,Leisure Investment Company,20/08/1982
Creepshow,R,Comedy,1982,6.9,44000,George A. Romero,Hal Holbrook,United States,8000000,21028755,United Film Distribution Company (UFDC),12/11/1982
The Man from Snowy River,PG,Adventure,1982,7.3,8200,George Miller,Kirk Douglas,Australia,3500000,20659423,Cambridge Productions,05/11/1982
Pink Floyd: The Wall,R,Drama,1982,8,78000,Alan Parker,Bob Geldof,United Kingdom,12000000,22265763,Goldcrest Films International,17/09/1982
Cat People,R,Fantasy,1982,6.2,20000,Paul Schrader,Nastassja Kinski,United States,18000000,7000000,RKO Pictures,02/04/1982
Fanny and Alexander,R,Drama,1982,8.1,59000,Ingmar Bergman,Bertil Guve,Sweden,6000000,6795771,Cinematograph AB,17/12/1982
Friday the 13th Part III,R,Horror,1982,5.7,49000,Steve Miner,Dana Kimmell,United States,2300000,36690067,Paramount Pictures,13/08/1982
Firefox,PG,Action,1982,6,26000,Clint Eastwood,Clint Eastwood,United States,18000000,46708276,Major Studio Partners,18/06/1982
Halloween III: Season of the Witch,R,Horror,1982,5,45000,Tommy Lee Wallace,Tom Atkins,United States,2500000,14400000,Dino De Laurentiis Company,22/10/1982
The Dark Crystal,PG,Adventure,1982,7.2,63000,Jim Henson,Jim Henson,United Kingdom,15000000,41630431,Incorporated Television Company (ITC),17/12/1982
The Verdict,R,Drama,1982,7.7,37000,Sidney Lumet,Paul Newman,United States,16000000,53993738,Twentieth Century Fox,17/12/1982
Pieces,Not Rated,Horror,1982,6.1,9300,Juan Piquer Simón,Christopher George,Spain,300000,2032311,Almena Films,23/09/1983
Zapped!,R,Comedy,1982,4.9,6500,Robert J. Rosenthal,Scott Baio,United States,20500000,16897768,Embassy Pictures,03/09/1982
Six Pack,PG,Comedy,1982,5.9,2800,Daniel Petrie,Kenny Rogers,United States,20500000,20225989,Twentieth Century Fox,16/07/1982
The World According to Garp,R,Comedy,1982,7.2,25000,George Roy Hill,Robin Williams,United States,17000000,29712172,Pan Arts,23/07/1982
Diner,R,Comedy,1982,7.1,19000,Barry Levinson,Steve Guttenberg,United States,5000000,14099953,Metro-Goldwyn-Mayer (MGM),21/05/1982
The Best Little Whorehouse in Texas,R,Comedy,1982,6,10000,Colin Higgins,Burt Reynolds,United States,35000000,69701637,Universal Pictures,23/07/1982
The Year of Living Dangerously,PG,Drama,1982,7.1,20000,Peter Weir,Mel Gibson,Australia,13000000,10278575,Metro-Goldwyn-Mayer (MGM),18/02/1983
Night Shift,R,Comedy,1982,6.6,15000,Ron Howard,Henry Winkler,United States,20500000,21095638,Major Studio Partners,30/07/1982
Summer Lovers,R,Comedy,1982,5.7,3900,Randal Kleiser,Peter Gallagher,United States,20500000,4968000,Filmways Pictures,16/07/1982
Victor Victoria,PG,Comedy,1982,7.6,20000,Blake Edwards,Julie Andrews,United Kingdom,20500000,28229046,Metro-Goldwyn-Mayer (MGM),19/03/1982
The Last Unicorn,G,Animation,1982,7.4,25000,Jules Bass,Jeff Bridges,United Kingdom,3500000,6455330,Rankin/Bass Productions,19/11/1982
The Entity,R,Drama,1982,6.7,15000,Sidney J. Furie,Barbara Hershey,United States,9000000,13277558,American Cinema Productions,04/02/1983
Airplane II: the Sequel,PG,Comedy,1982,6.2,50000,Ken Finkleman,Robert Hays,United States,15000000,27150534,Paramount Pictures,10/12/1982
The Toy,PG,Comedy,1982,5.8,11000,Richard Donner,Richard Pryor,United States,17000000,47118057,Columbia Pictures,10/12/1982
The House on Sorority Row,R,Horror,1982,6,7800,Mark Rosman,Kate McNeil,United States,425000,10604986,VAE Productions,28/07/1983
Evil Under the Sun,PG,Crime,1982,7.1,15000,Guy Hamilton,Peter Ustinov,United Kingdom,10000000,6110670,EMI Films,05/03/1982
The Sword and the Sorcerer,R,Action,1982,5.6,5700,Albert Pyun,Lee Horsley,United States,20500000,39103425,Sorcerer Productions,30/04/1982
Death Wish II,R,Action,1982,6,15000,Michael Winner,Charles Bronson,United States,2000000,16100000,Golan-Globus Productions,19/02/1982
Silent Rage,R,Action,1982,5.5,5300,Michael Miller,Chuck Norris,United States,4500000,10490791,Columbia Pictures,02/04/1982
Megaforce,PG,Action,1982,3.7,3400,Hal Needham,Barry Bostwick,Hong Kong,20000000,5675599,Golden Harvest Company,25/06/1982
Personal Best,R,Drama,1982,6.3,2600,Robert Towne,Mariel Hemingway,United States,16000000,5672311,The Geffen Company,26/06/1982
Dead Men Don't Wear Plaid,PG,Comedy,1982,6.9,21000,Carl Reiner,Steve Martin,United States,9000000,18196170,Aspen Film Society,21/05/1982
Amityville II: The Possession,R,Horror,1982,5.5,11000,Damiano Damiani,James Olson,Mexico,5000000,12534817,Dino De Laurentiis Company,24/09/1982
Missing,PG,Biography,1982,7.7,19000,Costa-Gavras,Jack Lemmon,United States,9500000,14000000,PolyGram Filmed Entertainment,12/03/1982
Frances,R,Biography,1982,7.3,7300,Graeme Clifford,Jessica Lange,United States,20500000,20205757,Brooksfilms,11/03/1983
The Seduction,R,Thriller,1982,4.9,1100,David Schmoeller,Morgan Fairchild,United States,20500000,11378339,The Romantic Venture,29/01/1982
Cannery Row,PG,Comedy,1982,6.7,3500,David S. Ward,Nick Nolte,United States,11300000,5301539,Chai Productions,12/02/1982
Deathtrap,PG,Comedy,1982,7,13000,Sidney Lumet,Michael Caine,United States,20500000,19282134,Warner Bros.,19/03/1982
Tex,PG,Drama,1982,6.5,2000,Tim Hunter,Matt Dillon,United States,20500000,7400000,Walt Disney Productions,30/07/1982
Time Walker,PG,Horror,1982,3.6,1700,Tom Kennedy,Ben Murphy,United States,750000,20205757,Byzantine Productions,19/11/1982
"I, the Jury",R,Crime,1982,5.9,1500,Richard T. Heffron,Armand Assante,United States,20500000,1515578,American Cinema Productions,22/04/1982
Tempest,PG,Comedy,1982,6.5,2200,Paul Mazursky,John Cassavetes,United States,13000000,5005245,Columbia Pictures,24/09/1982
Young Doctors in Love,R,Comedy,1982,5.5,3000,Garry Marshall,Michael McKean,United States,20500000,30688860,ABC Motion Pictures,16/07/1982
My Favorite Year,PG,Comedy,1982,7.4,9000,Richard Benjamin,Peter O'Toole,United States,20500000,20123620,Metro-Goldwyn-Mayer (MGM),08/10/1982
Still of the Night,PG,Crime,1982,6.1,4300,Robert Benton,Roy Scheider,United States,10000000,5979947,United Artists,19/11/1982
Parasite,R,Horror,1982,3.9,2300,Charles Band,Robert Glaudini,United States,800000,2270,Embassy Pictures,12/03/1982
Making Love,R,Drama,1982,6.9,2500,Arthur Hiller,Michael Ontkean,United States,20500000,11897978,IndieProd Company Productions,05/03/1982
Honkytonk Man,PG,Comedy,1982,6.6,8200,Clint Eastwood,Clint Eastwood,United States,2000000,4484991,The Malpaso Company,15/12/1982
The Beast Within,R,Horror,1982,5.6,3700,Philippe Mora,Ronny Cox,United States,20500000,7742572,Katzka,12/02/1982
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",PG,Comedy,1982,7.2,4200,Robert Altman,Cher,United States,850000,840958,Sandcastle 5 Productions,06/04/1983
The Final Option,R,Action,1982,6.4,3000,Ian Sharp,Lewis Collins,Switzerland,6000000,2666873,Richmond Light Horse Productions,16/09/1983
Trail of the Pink Panther,PG,Comedy,1982,5,9800,Blake Edwards,Peter Sellers,United Kingdom,6000000,9056073,United Artists,17/12/1982
The Sender,R,Drama,1982,6,1800,Roger Christian,Kathryn Harrold,United Kingdom,20500000,1054328,Paramount Pictures,22/10/1982
The Border,R,Crime,1982,6.4,6100,Tony Richardson,Jack Nicholson,United States,22000000,6118683,Efer Productions,12/02/1982
Kiss Me Goodbye,PG,Comedy,1982,6,1900,Robert Mulligan,Sally Field,United States,20500000,15782759,Twentieth Century Fox,22/12/1982
A Midsummer Night's Sex Comedy,PG,Comedy,1982,6.6,19000,Woody Allen,Woody Allen,United States,20500000,9077269,Jack Rollins & Charles H. Joffe Productions,16/07/1982
Vice Squad,R,Action,1982,6.5,2000,Gary Sherman,Season Hubley,United Kingdom,20500000,13253583,AVCO Embassy Pictures,22/01/1982
Best Friends,PG,Comedy,1982,5.5,2700,Norman Jewison,Burt Reynolds,United States,15000000,36821203,Warner Bros.,17/12/1982
Shoot the Moon,R,Drama,1982,6.9,2500,Alan Parker,Albert Finney,United States,12000000,9217530,Metro-Goldwyn-Mayer (MGM),19/02/1982
Lookin' to Get Out,R,Comedy,1982,5.1,684,Hal Ashby,Jon Voight,United States,17000000,946461,Lorimar Productions,30/06/1983
Barbarosa,PG,Western,1982,6.4,1500,Fred Schepisi,Willie Nelson,United States,11000000,1736123,Incorporated Television Company (ITC),19/02/1982
Visiting Hours,R,Horror,1982,5.7,3800,Jean-Claude Lord,Michael Ironside,Canada,20500000,13258670,Canadian Film Development Corporation (CFDC),28/05/1982
A Little Sex,R,Comedy,1982,4.9,501,Bruce Paltrow,Tim Matheson,United States,20500000,2370376,Company Four,02/04/1982
Class Reunion,R,Comedy,1982,4.7,2000,Michael Miller,Gerrit Graham,United States,20500000,10054150,ABC Motion Pictures,29/10/1982
Hanky Panky,PG,Action,1982,5.6,2400,Sidney Poitier,Gene Wilder,United States,20500000,9823934,Columbia Pictures,04/06/1982
Author! Author!,PG,Comedy,1982,6.2,5100,Arthur Hiller,Al Pacino,United States,20500000,13111101,Twentieth Century Fox,18/06/1982
Split Image,R,Drama,1982,6.5,768,Ted Kotcheff,Michael O'Keefe,Canada,20500000,263635,PolyGram Filmed Entertainment,03/10/1982
The Challenge,R,Action,1982,6.3,2000,John Frankenheimer,Scott Glenn,United States,20500000,2977706,CBS Theatrical Films,23/07/1982
The Soldier,R,Action,1982,5.3,1100,James Glickenhaus,Ken Wahl,United States,4000000,6328816,James Glickenhaus,27/08/1982
Wrong Is Right,R,Comedy,1982,5.7,1800,Richard Brooks,Sean Connery,United States,10000000,3583513,Columbia Pictures,14/05/1982
Six Weeks,PG,Drama,1982,5.7,818,Tony Bill,Dudley Moore,United States,20500000,6668025,PolyGram Pictures,17/12/1982
Jekyll and Hyde... Together Again,R,Sci-Fi,1982,6.2,1100,Jerry Belson,Mark Blankfield,United States,5000000,3792188,Paramount Pictures,01/10/1982
Forced Vengeance,R,Action,1982,5.6,2900,James Fargo,Chuck Norris,United States,5000000,6660333,Metro-Goldwyn-Mayer (MGM),30/07/1982
The Missionary,R,Comedy,1982,6.2,2100,Richard Loncraine,Michael Palin,United Kingdom,20500000,7241180,HandMade Films,05/11/1982
The Escape Artist,PG,Comedy,1982,6.2,683,Caleb Deschanel,Raul Julia,United States,20500000,143369,Zoetrope Studios,28/05/1982
Night Crossing,PG,Drama,1982,6.5,1300,Delbert Mann,John Hurt,United Kingdom,10000000,8000000,Walt Disney Productions,05/02/1982
Endangered Species,R,Drama,1982,5.9,914,Alan Rudolph,Robert Urich,United States,20500000,1474249,Alive Enterprises,10/09/1982
Things Are Tough All Over,R,Action,1982,6,3100,Thomas K. Avildsen,Toni Attell,United States,7000000,21134374,C & C Brown Production,04/08/1982
Homework,R,Comedy,1982,3.5,322,James Beshears,Joan Collins,United States,20500000,2914328,Jensen Farley Pictures,27/08/1982
Jinxed!,R,Comedy,1982,4.7,984,Don Siegel,Bette Midler,United States,13400000,2869638,Herb Jaffe,22/10/1982
The Return of Martin Guerre,Not Rated,Biography,1982,7.4,4100,Daniel Vigne,Gérard Depardieu,France,20500000,3723036,S.F.P.C.,26/08/1983
They Call Me Bruce,PG,Action,1982,5.7,1500,Elliott Hong,Johnny Yune,United States,20500000,16894678,Gold Pine Productions,12/11/1982
Some Kind of Hero,R,Comedy,1982,5.8,1400,Michael Pressman,Richard Pryor,United States,20500000,23671186,Paramount Pictures,02/04/1982
Hammett,PG,Crime,1982,6.5,3000,Wim Wenders,Frederic Forrest,United States,20500000,42914,Orion Pictures,17/09/1982
Penitentiary II,R,Crime,1982,4.4,538,Jamaa Fanaka,Leon Isaac Kennedy,United States,20500000,3178542,Bob-Bea Productions,02/04/1982
If You Could See What I Hear,PG,Biography,1982,6.8,785,Eric Till,Marc Singer,Canada,20500000,8693512,Cypress Grove,23/04/1982
Partners,R,Comedy,1982,5.3,1200,James Burrows,Ryan O'Neal,United States,6000000,6062898,Paramount Pictures,30/04/1982
Richard Pryor: Live on the Sunset Strip,R,Comedy,1982,7.7,3900,Joe Layton,Richard Pryor,United States,20500000,36299720,Columbia Pictures,12/03/1982
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,G,Animation,1982,7.1,1800,Directors,Mel Blanc,United States,20500000,78350,Warner Bros. Animation,19/11/1982
Monsignor,R,Crime,1982,5.1,838,Frank Perry,Christopher Reeve,United States,20500000,12408066,Frank Yablans Presentations,22/10/1982
"Yes, Giorgio",PG,Comedy,1982,3.9,653,Franklin J. Schaffner,Luciano Pavarotti,United States,19000000,2279543,Metro-Goldwyn-Mayer (MGM),24/09/1982
I Ought to Be in Pictures,PG,Comedy,1982,6.2,895,Herbert Ross,Walter Matthau,United States,20500000,6968359,Twentieth Century Fox,26/03/1982
La traviata,G,Drama,1982,7.2,1300,Franco Zeffirelli,Teresa Stratas,Netherlands,20500000,3783329,Accent Films B.V.,18/02/1983
Fighting Back,R,Action,1982,6.1,460,Lewis Teague,Tom Skerritt,United States,20500000,3355948,Permut Presentations,21/05/1982
Kamikaze 89,Not Rated,Sci-Fi,1982,5.8,665,Wolf Gremm,Rainer Werner Fassbinder,West Germany,20500000,22440,Regina Ziegler Filmproduktion,16/07/1982
The Wizard of Oz,Not Rated,Animation,1982,6.8,352,Fumihiko Takayama,Aileen Quinn,United States,20500000,20205757,Alan Enterprises,06/10/1982
Heidi's Song,G,Animation,1982,6.3,256,Robert Taylor,Lorne Greene,United States,20500000,5124391,Hanna-Barbera Productions,19/11/1982
Love Child,R,Crime,1982,5.7,253,Larry Peerce,Amy Madigan,United States,20500000,20205757,The Ladd Company,15/10/1982
Boardinghouse,R,Comedy,1982,3.8,651,John Wintergate,John Wintergate,United States,10000,20205757,Blustarr,21/10/1983
Experience Preferred... But Not Essential,PG,Drama,1982,7,240,Peter Duffell,Elizabeth Edmonds,United Kingdom,20500000,20205757,Channel Four Film,22/12/1982
Lonely Hearts,R,Comedy,1982,6.8,336,Paul Cox,Wendy Hughes,Australia,20500000,777087,Adam Packer Film Productions,21/10/1982
Scarface,R,Crime,1983,8.3,766000,Brian De Palma,Al Pacino,United States,25000000,65884703,Universal Pictures,09/12/1983
The Outsiders,PG,Crime,1983,7.1,78000,Francis Ford Coppola,C. Thomas Howell,United States,10000000,25697647,Zoetrope Studios,25/03/1983
Star Wars: Episode VI - Return of the Jedi,PG,Action,1983,8.3,973000,Richard Marquand,Mark Hamill,United States,32500000,475106177,Lucasfilm,25/05/1983
Risky Business,R,Comedy,1983,6.8,83000,Paul Brickman,Tom Cruise,United States,6200000,63541777,The Geffen Company,05/08/1983
National Lampoon's Vacation,R,Adventure,1983,7.4,100000,Harold Ramis,Chevy Chase,United States,15000000,61399552,National Lampoon,29/07/1983
Trading Places,R,Comedy,1983,7.5,141000,John Landis,Eddie Murphy,United States,15000000,90404800,Cinema Group Ventures,08/06/1983
Superman III,PG,Action,1983,5,66000,Richard Lester,Christopher Reeve,France,39000000,59950623,Dovemead Films,17/06/1983
The Big Chill,R,Comedy,1983,7.2,34000,Lawrence Kasdan,Tom Berenger,United States,8000000,56399659,Columbia Pictures,30/09/1983
Staying Alive,PG,Drama,1983,4.7,15000,Sylvester Stallone,John Travolta,United States,22000000,64892670,Paramount Pictures,15/07/1983
Jaws 3-D,PG,Adventure,1983,3.7,41000,Joe Alves,Dennis Quaid,United States,20500000,87987055,Universal Pictures,22/07/1983
Christine,R,Horror,1983,6.7,75000,John Carpenter,Keith Gordon,United States,9700000,21017849,Columbia Pictures,09/12/1983
Sleepaway Camp,R,Horror,1983,6.3,28000,Robert Hiltzik,Felissa Rose,United States,350000,20205757,American Eagle Films,18/11/1983
Flashdance,R,Drama,1983,6.2,50000,Adrian Lyne,Jennifer Beals,United States,4000000,92921203,Paramount Pictures,15/04/1983
WarGames,PG,Action,1983,7.1,93000,John Badham,Matthew Broderick,United States,12000000,79567667,United Artists,03/06/1983
The Right Stuff,PG,Adventure,1983,7.8,57000,Philip Kaufman,Sam Shepard,United States,27000000,21192315,The Ladd Company,17/02/1984
Krull,PG,Action,1983,6.1,31000,Peter Yates,Ken Marshall,United Kingdom,47000000,16916617,Columbia Pictures,29/07/1983
Spring Break,R,Comedy,1983,4.9,2800,Sean S. Cunningham,David Knell,United States,20500000,24071666,Columbia Pictures,25/03/1983
The Dead Zone,R,Drama,1983,7.2,65000,David Cronenberg,Christopher Walken,United States,10000000,20766616,Dino De Laurentiis Company,21/10/1983
Octopussy,PG,Action,1983,6.5,98000,John Glen,Roger Moore,United Kingdom,27500000,67893619,United Artists,10/06/1983
Private School,R,Comedy,1983,5.3,6100,Noel Black,Phoebe Cates,United States,3500000,14049540,Unity Productions,29/07/1983
